Numeración;Puesto Institucional;Regimen laboral al que pertenece;Número de partida presupuestaria;Grado jerárquico o escala al que pertenece el puesto;Remuneración mensual unificada;Remuneración unificada (anual);Décimo Tercera Remuneración;Décima Cuarta Remuneración;Horas suplementarias y extraordinarias;Encargos y subrogaciones;Total ingresos adicionales
535;ANALISTA GENERAL DE DESPACHO;1.SERVICIO CIVIL PUBLICO (LOSEP);2509;UEP NIVEL PROFESIONAL A3;1086;4.344,00;814,5;344,97;0;0;1.159,47
536;PROFESOR/A OCASIONAL TIEMPO COMPLETO;3.OTROS REGIMENES ESPECIALES;23921;PROFESOR UNIVERSITARIO;2115;8.460,00;1.586,25;344,97;0;0;1.931,22
537;AYUDANTE DE BODEGA;2.CODIGO DEL TRABAJO;213;NIVEL 1;557;2.228,00;417,78;344,97;0;0;762,75
538;ANALISTA DE APOYO A LA ACREDITACION 3;1.SERVICIO CIVIL PUBLICO (LOSEP);2887;UEP NIVEL PROFESIONAL A3;1760;7.040,00;1.320,03;344,97;0;0;1.665,00
539;ANALISTA GENERAL DE DESPACHO;1.SERVICIO CIVIL PUBLICO (LOSEP);2518;UEP NIVEL PROFESIONAL A3;1104,98;4.419,92;828,72;344,97;0;0;1.173,69
540;PROFESOR/A OCASIONAL TIEMPO COMPLETO;3.OTROS REGIMENES ESPECIALES;23922;PROFESOR UNIVERSITARIO;2115;8.460,00;1.586,25;344,97;0;0;1.931,22
541;ASISTENTE ADMINISTRATIVO;1.SERVICIO CIVIL PUBLICO (LOSEP);2955;UEP NIVEL ADMINISTRATIVO A5;622;2.488,00;466,47;344,97;0;0;811,44
542;PROFESOR TITULAR PRINCIPAL DE ESCALAFON PREVIO;3.OTROS REGIMENES ESPECIALES;610;PERSONAL ACADEMICO PRINCIPAL;4661,11;18.644,44;3.495,87;344,97;0;0;3.840,84
543;TRABAJADOR AGRICOLA;2.CODIGO DEL TRABAJO;508;NIVEL 1;561;2.244,00;420,75;344,97;0;0;765,72
544;CONSERJE;2.CODIGO DEL TRABAJO;439;NIVEL 1;732,61;2.930,44;549,45;344,97;0;0;894,42
545;ASISTENTE ADMINISTRATIVO;1.SERVICIO CIVIL PUBLICO (LOSEP);2880;UEP NIVEL ADMINISTRATIVO A5;622;2.488,00;466,47;344,97;0;0;811,44
546;PROFESOR/A OCASIONAL TIEMPO COMPLETO;3.OTROS REGIMENES ESPECIALES;23923;PROFESOR UNIVERSITARIO;2115;8.460,00;1.586,25;344,97;0;0;1.931,22
547;PROFESOR/A OCASIONAL TIEMPO COMPLETO;3.OTROS REGIMENES ESPECIALES;23856;PROFESOR UNIVERSITARIO;2115;8.460,00;1.586,25;344,97;0;0;1.931,22
548;TECNICO DE LABORATORIO 1;3.OTROS REGIMENES ESPECIALES;23764;PERSONAL DE APOYO (UNIVERSIDADES);986;3.944,00;739,53;344,97;0;0;1.084,50
549;PROFESOR/A OCASIONAL TIEMPO COMPLETO;3.OTROS REGIMENES ESPECIALES;23924;PROFESOR UNIVERSITARIO;2115;8.460,00;1.586,25;344,97;0;0;1.931,22
550;PROFESOR/A OCASIONAL TIEMPO COMPLETO;3.OTROS REGIMENES ESPECIALES;23490;PROFESOR UNIVERSITARIO;2115;8.460,00;1.586,25;344,97;0;0;1.931,22
551;TECNICO DE INVESTIGACION 1;3.OTROS REGIMENES ESPECIALES;23310;PERSONAL DE APOYO (UNIVERSIDADES);1086;4.344,00;814,5;344,97;0;0;1.159,47
552;TECNICO DOCENTE 1;3.OTROS REGIMENES ESPECIALES;23720;PERSONAL DE APOYO (UNIVERSIDADES);1212;4.848,00;909;344,97;0;0;1.253,97
553;ANALISTA GENERAL DE DESPACHO;1.SERVICIO CIVIL PUBLICO (LOSEP);2689;UEP NIVEL PROFESIONAL A3;1259,17;5.036,68;944,37;344,97;0;0;1.289,34
554;PROFESOR/A OCASIONAL TIEMPO COMPLETO;3.OTROS REGIMENES ESPECIALES;23466;PROFESOR UNIVERSITARIO;2115;8.460,00;1.586,25;344,97;0;0;1.931,22
555;PROFESOR TITULAR PRINCIPAL DE ESCALAFON PREVIO;3.OTROS REGIMENES ESPECIALES;625;PERSONAL ACADEMICO PRINCIPAL;4661,12;18.644,48;3.495,87;344,97;0;0;3.840,84
556;PROFESOR TITULAR PRINCIPAL DE ESCALAFON PREVIO;3.OTROS REGIMENES ESPECIALES;630;PERSONAL ACADEMICO PRINCIPAL;4472,85;17.891,40;3.354,66;344,97;0;0;3.699,63
557;PROFESOR/A OCASIONAL MEDIO TIEMPO;3.OTROS REGIMENES ESPECIALES;23140;PROFESOR UNIVERSITARIO;1057,5;4.230,00;793,17;344,97;0;0;1.138,14
558;TECNICO DOCENTE 1;3.OTROS REGIMENES ESPECIALES;22841;PERSONAL DE APOYO (UNIVERSIDADES);1212;4.848,00;909;344,97;0;0;1.253,97
559;ANALISTA TRIBUTARIO 3;1.SERVICIO CIVIL PUBLICO (LOSEP);2773;UEP NIVEL PROFESIONAL A3;1760;7.040,00;1.320,03;344,97;0;0;1.665,00
560;CONSERJE;2.CODIGO DEL TRABAJO;302;NIVEL 1;557;2.228,00;417,78;344,97;0;0;762,75
561;ASISTENTE ADMINISTRATIVO;1.SERVICIO CIVIL PUBLICO (LOSEP);2842;UEP NIVEL ADMINISTRATIVO A5;622;2.488,00;466,47;344,97;0;0;811,44
562;PROFESOR AUXILIAR 2 TIEMPO COMPLETO;3.OTROS REGIMENES ESPECIALES;2015;PERSONAL ACADEMICO AUXILIAR;2344,96;9.379,84;1.758,69;344,97;0;0;2.103,66
563;MEDICO GENERAL;1.SERVICIO CIVIL PUBLICO (LOSEP);2940;UEP NIVEL PROFESIONAL A3;1760;7.040,00;1.320,03;344,97;0;0;1.665,00
564;COORDINADOR/A DE CARRERA;3.OTROS REGIMENES ESPECIALES;22;AUTORIDADES ACADEMICAS NIVEL 1;3196,02;12.784,08;2.397,06;344,97;0;0;2.742,03
565;PROFESOR/A OCASIONAL TIEMPO COMPLETO;3.OTROS REGIMENES ESPECIALES;23857;PROFESOR UNIVERSITARIO;2115;8.460,00;1.586,25;344,97;0;0;1.931,22
566;PROFESOR PRINCIPAL 3 TIEMPO COMPLETO;3.OTROS REGIMENES ESPECIALES;635;PERSONAL ACADEMICO PRINCIPAL;5000;20.000,00;3.750,03;344,97;0;0;4.095,00
567;ANALISTA DE PRESUPUESTO 1;1.SERVICIO CIVIL PUBLICO (LOSEP);2767;UEP NIVEL PROFESIONAL A3;1300;5.200,00;974,97;344,97;0;0;1.319,94
568;PROFESOR/A OCASIONAL TIEMPO COMPLETO;3.OTROS REGIMENES ESPECIALES;23822;PROFESOR UNIVERSITARIO;2115;8.460,00;1.586,25;344,97;0;0;1.931,22
569;PROFESOR/A OCASIONAL TIEMPO COMPLETO;3.OTROS REGIMENES ESPECIALES;23883;PROFESOR UNIVERSITARIO;2115;8.460,00;1.586,25;344,97;0;0;1.931,22
570;PROFESOR/A OCASIONAL TIEMPO COMPLETO;3.OTROS REGIMENES ESPECIALES;23467;PROFESOR UNIVERSITARIO;2115;8.460,00;1.586,25;344,97;0;0;1.931,22
571;TECNICO DOCENTE 1;3.OTROS REGIMENES ESPECIALES;23746;PERSONAL DE APOYO (UNIVERSIDADES);1212;4.848,00;909;344,97;0;0;1.253,97
572;PROFESOR AUXILIAR 1 TIEMPO COMPLETO;3.OTROS REGIMENES ESPECIALES;1965;PERSONAL ACADEMICO AUXILIAR;2670;10.680,00;2.002,50;344,97;0;0;2.347,47
573;PROFESOR/A OCASIONAL MEDIO TIEMPO;3.OTROS REGIMENES ESPECIALES;23141;PROFESOR UNIVERSITARIO;1057,5;4.230,00;793,17;344,97;0;0;1.138,14
574;PROFESOR AUXILIAR 1 TIEMPO COMPLETO;3.OTROS REGIMENES ESPECIALES;125;PERSONAL ACADEMICO AUXILIAR;2115;8.460,00;1.586,25;344,97;0;0;1.931,22
575;PROFESOR/A OCASIONAL TIEMPO COMPLETO;3.OTROS REGIMENES ESPECIALES;23565;PROFESOR UNIVERSITARIO;2115;8.460,00;1.586,25;344,97;0;0;1.931,22
576;PROFESOR TITULAR PRINCIPAL DE ESCALAFON PREVIO;3.OTROS REGIMENES ESPECIALES;645;PERSONAL ACADEMICO PRINCIPAL;5179,14;20.716,56;3.884,40;344,97;0;0;4.229,37
577;PROFESOR/A OCASIONAL TIEMPO COMPLETO;3.OTROS REGIMENES ESPECIALES;23640;PROFESOR UNIVERSITARIO;2115;8.460,00;1.586,25;344,97;0;0;1.931,22
578;ANALISTA GENERAL DE DESPACHO;1.SERVICIO CIVIL PUBLICO (LOSEP);2707;UEP NIVEL PROFESIONAL A3;1086;4.344,00;814,5;344,97;0;0;1.159,47
579;AUXILIAR DE LABORATORIO;2.CODIGO DEL TRABAJO;237;NIVEL 2;817;3.268,00;612,72;344,97;0;0;957,69
580;PROFESOR/A OCASIONAL TIEMPO COMPLETO;3.OTROS REGIMENES ESPECIALES;23468;PROFESOR UNIVERSITARIO;2882,6;11.530,40;2.161,98;344,97;0;0;2.506,95
581;PROFESOR/A OCASIONAL TIEMPO COMPLETO;3.OTROS REGIMENES ESPECIALES;23687;PROFESOR UNIVERSITARIO;2115;8.460,00;1.586,25;344,97;0;0;1.931,22
582;TECNICO DE INVESTIGACION 1;3.OTROS REGIMENES ESPECIALES;23395;PERSONAL DE APOYO (UNIVERSIDADES);1086;4.344,00;814,5;344,97;0;0;1.159,47
583;PROFESOR AGREGADO 2 TIEMPO COMPLETO;3.OTROS REGIMENES ESPECIALES;650;PERSONAL ACADEMICO AGREGADO;3744,7;14.978,80;2.808,54;344,97;0;0;3.153,51
584;ANALISTA DE BIBLIOTECAS Y RECURSOS DEL APRENDIZAJE Y LA INVESTIGACION 1;1.SERVICIO CIVIL PUBLICO (LOSEP);2837;UEP NIVEL PROFESIONAL A3;1300;5.200,00;974,97;344,97;0;0;1.319,94
585;PROFESOR AUXILIAR 1 TIEMPO COMPLETO;3.OTROS REGIMENES ESPECIALES;445;PERSONAL ACADEMICO AUXILIAR;2115;8.460,00;1.586,25;344,97;0;0;1.931,22
586;PROFESOR TITULAR PRINCIPAL DE ESCALAFON PREVIO;3.OTROS REGIMENES ESPECIALES;670;PERSONAL ACADEMICO PRINCIPAL;4300;17.200,00;3.224,97;344,97;0;0;3.569,94
587;TECNICO DOCENTE 5;3.OTROS REGIMENES ESPECIALES;2651;PERSONAL DE APOYO (UNIVERSIDADES);1908;7.632,00;1.431,00;344,97;0;0;1.775,97
588;TECNICO DE INVESTIGACION 1;3.OTROS REGIMENES ESPECIALES;22560;PERSONAL DE APOYO (UNIVERSIDADES);1086;4.344,00;814,5;344,97;0;0;1.159,47
589;PROFESOR/A OCASIONAL MEDIO TIEMPO;3.OTROS REGIMENES ESPECIALES;23301;PROFESOR UNIVERSITARIO;1057,5;4.230,00;793,17;344,97;0;0;1.138,14
590;PROFESOR/A OCASIONAL TIEMPO COMPLETO;3.OTROS REGIMENES ESPECIALES;23469;PROFESOR UNIVERSITARIO;2115;8.460,00;1.586,25;344,97;0;0;1.931,22
591;PROFESOR/A OCASIONAL TIEMPO COMPLETO;3.OTROS REGIMENES ESPECIALES;23495;PROFESOR UNIVERSITARIO;2115;8.460,00;1.586,25;344,97;0;0;1.931,22
592;PROFESOR TITULAR PRINCIPAL DE ESCALAFON PREVIO;3.OTROS REGIMENES ESPECIALES;675;PERSONAL ACADEMICO PRINCIPAL;4818,96;19.275,84;3.614,22;344,97;0;0;3.959,19
593;PROFESOR AUXILIAR 2 TIEMPO COMPLETO;3.OTROS REGIMENES ESPECIALES;65;PERSONAL ACADEMICO AUXILIAR;2670;10.680,00;2.002,50;344,97;0;0;2.347,47
594;TECNICO GENERAL DE DESPACHO;1.SERVICIO CIVIL PUBLICO (LOSEP);2521;UEP NIVEL NO PROFESIONAL A4;901;3.604,00;675,72;344,97;0;0;1.020,69
595;AUXILIAR DE ARCHIVO;2.CODIGO DEL TRABAJO;295;NIVEL 1;557;2.228,00;417,78;344,97;0;0;762,75
596;COORDINADOR/A DE CARRERA;3.OTROS REGIMENES ESPECIALES;8;AUTORIDADES ACADEMICAS NIVEL 1;2882,6;11.530,40;2.161,98;344,97;0;0;2.506,95
597;TECNICO DOCENTE 1;3.OTROS REGIMENES ESPECIALES;23737;PERSONAL DE APOYO (UNIVERSIDADES);1212;4.848,00;909;344,97;0;0;1.253,97
598;PROFESOR/A OCASIONAL TIEMPO COMPLETO;3.OTROS REGIMENES ESPECIALES;23583;PROFESOR UNIVERSITARIO;2115;8.460,00;1.586,25;344,97;0;0;1.931,22
599;PROFESOR/A OCASIONAL TIEMPO COMPLETO;3.OTROS REGIMENES ESPECIALES;23491;PROFESOR UNIVERSITARIO;2115;8.460,00;1.586,25;344,97;0;0;1.931,22
600;TRABAJADOR AGRICOLA;2.CODIGO DEL TRABAJO;507;NIVEL 1;561;2.244,00;420,75;344,97;0;0;765,72
601;PROFESOR/A OCASIONAL TIEMPO COMPLETO;3.OTROS REGIMENES ESPECIALES;23823;PROFESOR UNIVERSITARIO;2115;8.460,00;1.586,25;344,97;0;0;1.931,22
602;AUXILIAR DE LABORATORIO;2.CODIGO DEL TRABAJO;203;NIVEL 7;992,5;3.970,00;744,39;344,97;0;0;1.089,36
603;ESTIBADOR;2.CODIGO DEL TRABAJO;317;NIVEL 1;527;2.108,00;395,28;344,97;4,4;0;744,65
604;CONSERJE;2.CODIGO DEL TRABAJO;275;NIVEL 1;557;2.228,00;417,78;344,97;0;0;762,75
605;PROFESOR/A OCASIONAL TIEMPO COMPLETO;3.OTROS REGIMENES ESPECIALES;23496;PROFESOR UNIVERSITARIO;2115;8.460,00;1.586,25;344,97;0;0;1.931,22
606;PROFESOR/A OCASIONAL TIEMPO COMPLETO;3.OTROS REGIMENES ESPECIALES;23925;PROFESOR UNIVERSITARIO;2115;8.460,00;1.586,25;344,97;0;0;1.931,22
607;TRABAJADOR AGRICOLA;2.CODIGO DEL TRABAJO;281;NIVEL 1;557;2.228,00;417,78;344,97;4,64;0;767,39
608;CONSERJE;2.CODIGO DEL TRABAJO;318;NIVEL 1;527;2.108,00;395,28;344,97;0;0;740,25
609;PROFESOR/A OCASIONAL TIEMPO COMPLETO;3.OTROS REGIMENES ESPECIALES;23688;PROFESOR UNIVERSITARIO;2115;8.460,00;1.586,25;344,97;0;0;1.931,22
610;COORDINADOR/A DE IDIOMAS;3.OTROS REGIMENES ESPECIALES;685;PERSONAL ACADEMICO PRINCIPAL;3438,08;13.752,32;2.578,59;344,97;0;0;2.923,56
611;PROFESOR/A OCASIONAL TIEMPO COMPLETO;3.OTROS REGIMENES ESPECIALES;23497;PROFESOR UNIVERSITARIO;2115;8.460,00;1.586,25;344,97;0;0;1.931,22
612;PROFESOR/A OCASIONAL TIEMPO COMPLETO;3.OTROS REGIMENES ESPECIALES;23926;PROFESOR UNIVERSITARIO;2115;8.460,00;1.586,25;344,97;0;0;1.931,22
613;PROFESOR/A OCASIONAL TIEMPO COMPLETO;3.OTROS REGIMENES ESPECIALES;23825;PROFESOR UNIVERSITARIO;2115;8.460,00;1.586,25;344,97;0;0;1.931,22
614;ANALISTA GENERAL DE DESPACHO;1.SERVICIO CIVIL PUBLICO (LOSEP);2532;UEP NIVEL PROFESIONAL A3;1192,98;4.771,92;894,78;344,97;0;0;1.239,75
615;GUARDIA DE SEGURIDAD;2.CODIGO DEL TRABAJO;381;NIVEL 3;829,24;3.316,96;621,9;344,97;0;0;966,87
616;TECNICO DE INVESTIGACION 1;3.OTROS REGIMENES ESPECIALES;23394;PERSONAL DE APOYO (UNIVERSIDADES);1086;4.344,00;814,5;344,97;0;0;1.159,47
617;PROFESOR/A OCASIONAL TIEMPO COMPLETO;3.OTROS REGIMENES ESPECIALES;23492;PROFESOR UNIVERSITARIO;2115;8.460,00;1.586,25;344,97;0;0;1.931,22
618;PROFESOR/A OCASIONAL TIEMPO COMPLETO;3.OTROS REGIMENES ESPECIALES;23689;PROFESOR UNIVERSITARIO;2115;8.460,00;1.586,25;344,97;0;0;1.931,22
619;GUARDALMACEN;1.SERVICIO CIVIL PUBLICO (LOSEP);2750;UEP NIVEL PROFESIONAL A3;1086;4.344,00;814,5;344,97;0;0;1.159,47
620;ANALISTA GENERAL DE DESPACHO;1.SERVICIO CIVIL PUBLICO (LOSEP);2607;UEP NIVEL PROFESIONAL A3;1086;4.344,00;814,5;344,97;0;0;1.159,47
621;ANALISTA DE BIBLIOTECA 1;1.SERVICIO CIVIL PUBLICO (LOSEP);579;UEP NIVEL PROFESIONAL A3;1300;5.200,00;974,97;344,97;0;0;1.319,94
622;CONSERJE;2.CODIGO DEL TRABAJO;246;NIVEL 1;557;2.228,00;417,78;344,97;0;0;762,75
623;PROFESOR/A OCASIONAL TIEMPO COMPLETO;3.OTROS REGIMENES ESPECIALES;23824;PROFESOR UNIVERSITARIO;2115;8.460,00;1.586,25;344,97;0;0;1.931,22
624;PROFESOR TITULAR PRINCIPAL DE ESCALAFON PREVIO;3.OTROS REGIMENES ESPECIALES;690;PERSONAL ACADEMICO PRINCIPAL;4348,16;17.392,64;3.261,15;344,97;0;0;3.606,12
625;PROFESOR TITULAR PRINCIPAL DE ESCALAFON PREVIO;3.OTROS REGIMENES ESPECIALES;695;PERSONAL ACADEMICO PRINCIPAL;4284,59;17.138,36;3.213,45;344,97;0;0;3.558,42
626;TECNICO DE INVESTIGACION 1;3.OTROS REGIMENES ESPECIALES;22760;PERSONAL DE APOYO (UNIVERSIDADES);1086;4.344,00;814,5;344,97;0;0;1.159,47
627;PROFESOR/A OCASIONAL MEDIO TIEMPO;3.OTROS REGIMENES ESPECIALES;23142;PROFESOR UNIVERSITARIO;1057,5;4.230,00;793,17;344,97;0;0;1.138,14
628;ASISTENTE ADMINISTRATIVO;1.SERVICIO CIVIL PUBLICO (LOSEP);2868;UEP NIVEL ADMINISTRATIVO A5;622;2.488,00;466,47;344,97;0;0;811,44
629;PROFESOR/A OCASIONAL TIEMPO COMPLETO;3.OTROS REGIMENES ESPECIALES;23690;PROFESOR UNIVERSITARIO;2115;8.460,00;1.586,25;344,97;0;0;1.931,22
630;ABOGADO 1;1.SERVICIO CIVIL PUBLICO (LOSEP);2744;UEP NIVEL PROFESIONAL A3;1300;5.200,00;974,97;344,97;0;0;1.319,94
631;PROFESOR AUXILIAR 1 TIEMPO COMPLETO;3.OTROS REGIMENES ESPECIALES;730;PERSONAL ACADEMICO AUXILIAR;2115;8.460,00;1.586,25;344,97;0;0;1.931,22
632;ANALISTA DE BIENES Y BODEGA 1;1.SERVICIO CIVIL PUBLICO (LOSEP);2570;UEP NIVEL PROFESIONAL A3;1300;5.200,00;974,97;344,97;0;0;1.319,94
633;ANALISTA DE GESTION DE SERVICIOS POLITECNICOS 3;1.SERVICIO CIVIL PUBLICO (LOSEP);2645;UEP NIVEL PROFESIONAL A3;1897,67;7.590,68;1.423,26;344,97;0;0;1.768,23
634;PROFESOR TITULAR PRINCIPAL DE ESCALAFON PREVIO;3.OTROS REGIMENES ESPECIALES;705;PERSONAL ACADEMICO PRINCIPAL;4661,12;18.644,48;3.495,87;344,97;0;0;3.840,84
635;PROFESOR AUXILIAR 1 TIEMPO COMPLETO;3.OTROS REGIMENES ESPECIALES;2152;PERSONAL ACADEMICO AUXILIAR;2344,96;9.379,84;1.758,69;344,97;0;0;2.103,66
636;PROFESOR TITULAR PRINCIPAL DE ESCALAFON PREVIO;3.OTROS REGIMENES ESPECIALES;710;PERSONAL ACADEMICO PRINCIPAL;3531,54;14.126,16;2.648,70;344,97;0;0;2.993,67
637;COCINERO;2.CODIGO DEL TRABAJO;197;NIVEL 2;602;2.408,00;451,53;344,97;0;0;796,5
638;ANALISTA DE PRODUCCION GRAFICA 1;1.SERVICIO CIVIL PUBLICO (LOSEP);2725;UEP NIVEL PROFESIONAL A3;1300;5.200,00;974,97;344,97;0;0;1.319,94
639;TECNICO GENERAL DE DESPACHO;1.SERVICIO CIVIL PUBLICO (LOSEP);2495;UEP NIVEL NO PROFESIONAL A4;901;3.604,00;675,72;344,97;0;0;1.020,69
640;TECNICO GENERAL DE DESPACHO;1.SERVICIO CIVIL PUBLICO (LOSEP);2733;UEP NIVEL NO PROFESIONAL A4;901;3.604,00;675,72;344,97;0;0;1.020,69
641;PROFESOR/A OCASIONAL TIEMPO COMPLETO;3.OTROS REGIMENES ESPECIALES;23927;PROFESOR UNIVERSITARIO;2115;8.460,00;1.586,25;344,97;0;0;1.931,22
642;CONSERJE;2.CODIGO DEL TRABAJO;319;NIVEL 1;527;2.108,00;395,28;344,97;0;0;740,25
643;CONSERJE;2.CODIGO DEL TRABAJO;521;NIVEL 1;561;2.244,00;420,75;344,97;0;0;765,72
644;PROFESOR/A OCASIONAL TIEMPO COMPLETO;3.OTROS REGIMENES ESPECIALES;23691;PROFESOR UNIVERSITARIO;2115;8.460,00;1.586,25;344,97;0;0;1.931,22
645;PROFESOR/A OCASIONAL TIEMPO COMPLETO;3.OTROS REGIMENES ESPECIALES;23493;PROFESOR UNIVERSITARIO;2115;8.460,00;1.586,25;344,97;0;0;1.931,22
646;PROFESOR/A OCASIONAL MEDIO TIEMPO;3.OTROS REGIMENES ESPECIALES;23293;PROFESOR UNIVERSITARIO;1057,5;4.230,00;793,17;344,97;0;0;1.138,14
647;PROFESOR/A OCASIONAL TIEMPO COMPLETO;3.OTROS REGIMENES ESPECIALES;23928;PROFESOR UNIVERSITARIO;2115;8.460,00;1.586,25;344,97;0;0;1.931,22
648;PROFESOR/A OCASIONAL TIEMPO COMPLETO;3.OTROS REGIMENES ESPECIALES;23494;PROFESOR UNIVERSITARIO;2115;8.460,00;1.586,25;344,97;0;0;1.931,22
649;PROFESOR/A OCASIONAL TIEMPO COMPLETO;3.OTROS REGIMENES ESPECIALES;23641;PROFESOR UNIVERSITARIO;2115;8.460,00;1.586,25;344,97;0;0;1.931,22
650;PROFESOR/A OCASIONAL TIEMPO COMPLETO;3.OTROS REGIMENES ESPECIALES;23884;PROFESOR UNIVERSITARIO;2115;8.460,00;1.586,25;344,97;0;0;1.931,22
651;PROFESOR/A OCASIONAL TIEMPO COMPLETO;3.OTROS REGIMENES ESPECIALES;23498;PROFESOR UNIVERSITARIO;2115;8.460,00;1.586,25;344,97;0;0;1.931,22
652;ANALISTA DE FARMACIA;1.SERVICIO CIVIL PUBLICO (LOSEP);2915;UEP NIVEL PROFESIONAL A3;1300;5.200,00;974,97;344,97;0;0;1.319,94
653;PROFESOR TITULAR PRINCIPAL DE ESCALAFON PREVIO;3.OTROS REGIMENES ESPECIALES;720;PERSONAL ACADEMICO PRINCIPAL;4700;18.800,00;3.525,03;344,97;0;0;3.870,00
654;PROFESOR AUXILIAR 2 TIEMPO COMPLETO;3.OTROS REGIMENES ESPECIALES;2095;PERSONAL ACADEMICO AUXILIAR;2344,96;9.379,84;1.758,69;344,97;0;0;2.103,66
655;PROFESOR/A OCASIONAL TIEMPO COMPLETO;3.OTROS REGIMENES ESPECIALES;23584;PROFESOR UNIVERSITARIO;2115;8.460,00;1.586,25;344,97;0;0;1.931,22
656;PROFESOR PRINCIPAL 1 TIEMPO COMPLETO;3.OTROS REGIMENES ESPECIALES;725;PERSONAL ACADEMICO PRINCIPAL;4306,13;17.224,52;3.229,56;344,97;0;0;3.574,53
657;PROFESOR/A OCASIONAL TIEMPO COMPLETO;3.OTROS REGIMENES ESPECIALES;23642;PROFESOR UNIVERSITARIO;2115;8.460,00;1.586,25;344,97;0;0;1.931,22
658;PROFESOR/A OCASIONAL TIEMPO COMPLETO;3.OTROS REGIMENES ESPECIALES;23643;PROFESOR UNIVERSITARIO;2115;8.460,00;1.586,25;344,97;0;0;1.931,22
659;PROFESOR/A OCASIONAL TIEMPO COMPLETO;3.OTROS REGIMENES ESPECIALES;23585;PROFESOR UNIVERSITARIO;2115;8.460,00;1.586,25;344,97;0;0;1.931,22
660;ANALISTA DE GESTION ESTRATEGICA PARA INVESTIGACION 1;1.SERVICIO CIVIL PUBLICO (LOSEP);2666;UEP NIVEL PROFESIONAL A3;1300;5.200,00;974,97;344,97;0;0;1.319,94
661;PROFESOR/A OCASIONAL TIEMPO COMPLETO;3.OTROS REGIMENES ESPECIALES;23519;PROFESOR UNIVERSITARIO;2882,6;11.530,40;2.161,98;344,97;0;0;2.506,95
662;PROFESOR AUXILIAR 2 TIEMPO COMPLETO;3.OTROS REGIMENES ESPECIALES;640;PERSONAL ACADEMICO AUXILIAR;2670;10.680,00;2.002,50;344,97;0;0;2.347,47
663;PROFESOR/A OCASIONAL TIEMPO COMPLETO;3.OTROS REGIMENES ESPECIALES;23586;PROFESOR UNIVERSITARIO;2115;8.460,00;1.586,25;344,97;0;0;1.931,22
664;ASISTENTE ADMINISTRATIVO;1.SERVICIO CIVIL PUBLICO (LOSEP);2840;UEP NIVEL ADMINISTRATIVO A5;622;2.488,00;466,47;344,97;0;0;811,44
665;PROFESOR/A OCASIONAL TIEMPO COMPLETO;3.OTROS REGIMENES ESPECIALES;23929;PROFESOR UNIVERSITARIO;2115;8.460,00;1.586,25;344,97;0;0;1.931,22
666;PROFESOR/A OCASIONAL TIEMPO COMPLETO;3.OTROS REGIMENES ESPECIALES;23587;PROFESOR UNIVERSITARIO;2115;8.460,00;1.586,25;344,97;0;0;1.931,22
667;PROFESOR/A OCASIONAL TIEMPO COMPLETO;3.OTROS REGIMENES ESPECIALES;23885;PROFESOR UNIVERSITARIO;2115;8.460,00;1.586,25;344,97;0;0;1.931,22
668;PROFESOR/A OCASIONAL TIEMPO COMPLETO;3.OTROS REGIMENES ESPECIALES;23588;PROFESOR UNIVERSITARIO;2115;8.460,00;1.586,25;344,97;0;0;1.931,22
669;PROFESOR/A OCASIONAL TIEMPO COMPLETO;3.OTROS REGIMENES ESPECIALES;23589;PROFESOR UNIVERSITARIO;2115;8.460,00;1.586,25;344,97;0;0;1.931,22
670;PROFESOR/A OCASIONAL MEDIO TIEMPO;3.OTROS REGIMENES ESPECIALES;23143;PROFESOR UNIVERSITARIO;1057,5;4.230,00;793,17;344,97;0;0;1.138,14
671;PROFESOR AUXILIAR 2 TIEMPO COMPLETO;3.OTROS REGIMENES ESPECIALES;15;PERSONAL ACADEMICO AUXILIAR;2670;10.680,00;2.002,50;344,97;0;0;2.347,47
672;ANALISTA DE DESARROLLO DE SISTEMAS INFORMATICOS 2;1.SERVICIO CIVIL PUBLICO (LOSEP);2585;UEP NIVEL PROFESIONAL A3;1500;6.000,00;1.125,00;344,97;0;0;1.469,97
673;PROFESOR AGREGADO 1 TIEMPO COMPLETO;3.OTROS REGIMENES ESPECIALES;920;PERSONAL ACADEMICO AGREGADO;2882,6;11.530,40;2.161,98;344,97;0;0;2.506,95
674;TECNICO DOCENTE 1;3.OTROS REGIMENES ESPECIALES;23761;PERSONAL DE APOYO (UNIVERSIDADES);1212;4.848,00;909;344,97;0;0;1.253,97
675;ADMINISTRADOR DE ESTACION EXPERIMENTAL;1.SERVICIO CIVIL PUBLICO (LOSEP);2625;UEP NIVEL PROFESIONAL A3;1760;7.040,00;1.320,03;344,97;0;0;1.665,00
676;PROFESOR PRINCIPAL 1 TIEMPO COMPLETO;3.OTROS REGIMENES ESPECIALES;750;PERSONAL ACADEMICO PRINCIPAL;4700;18.800,00;3.525,03;344,97;0;0;3.870,00
677;ANALISTA DE BIENES Y BODEGA 1;1.SERVICIO CIVIL PUBLICO (LOSEP);2561;UEP NIVEL PROFESIONAL A3;1300;5.200,00;974,97;344,97;0;0;1.319,94
678;PROFESOR/A OCASIONAL TIEMPO COMPLETO;3.OTROS REGIMENES ESPECIALES;23590;PROFESOR UNIVERSITARIO;2115;8.460,00;1.586,25;344,97;0;0;1.931,22
